,latitude,longitude,depth,mag,id,country,day,month,year,timestamp
116777,-29.276,-176.704,10.0,4.9,usp000edjf,None,2,4,2006,1144018774430000000
116783,-24.063000000000002,-177.803,35.0,4.4,usp000edj8,None,2,4,2006,1144013549670000000
116810,-29.614,-176.803,10.0,4.2,usp000edha,None,2,4,2006,1143976936740000000
116884,32.534,93.58200000000001,50.1,4.1,usp000edev,China,1,4,2006,1143894909710000000
117381,31.058000000000003,143.055,29.7,4.2,usp000ecxr,None,25,3,2006,1143303276560000000
117491,-6.71,130.451,12.0,3.8,usp000ectz,Indonesia,24,3,2006,1143185338350000000
117514,-7.282,129.937,35.0,3.8,usp000ect3,Indonesia,23,3,2006,1143155501740000000
117931,-19.861,-178.25400000000002,661.6,4.1,usp000ecbc,Fiji,17,3,2006,1142591351190000000
118030,-31.741,-178.313,10.0,4.5,usp000ec7m,None,15,3,2006,1142434258360000000
118033,-21.155,33.584,7.0,5.6,usp000ec7j,Mozambique,15,3,2006,1142432388000000000
118036,38.13,26.66,40.0,3.2,usp000ec7c,Turkey,15,3,2006,1142424005600000000
118044,-0.8809999999999999,67.583,10.0,4.8,usp000ec73,None,15,3,2006,1142415656410000000
118162,-24.875,179.65400000000002,516.0,4.8,usp000ec2v,None,13,3,2006,1142264613530000000
118651,49.549,147.279,604.5,4.0,usp000ebk5,None,7,3,2006,1141690689700000000
118782,52.503,-32.145,10.0,4.7,usp000ebeg,None,5,3,2006,1141526433370000000
118786,-21.399,33.263000000000005,10.0,4.4,usp000ebeb,Mozambique,5,3,2006,1141523903790000000
118795,52.591,-31.986,10.0,4.7,usp000ebe2,None,5,3,2006,1141517061820000000
119304,-23.607,-179.989,535.2,6.4,usp000eavw,None,26,2,2006,1140923307810000000
119395,-24.246,179.93599999999998,526.1,4.3,usp000eash,None,24,2,2006,1140812131430000000
119404,33.137,141.305,46.0,4.4,usp000eas5,None,24,2,2006,1140798575560000000
119408,30.326,140.77200000000002,111.7,4.5,usp000eas1,None,24,2,2006,1140796222250000000
119494,-14.709000000000001,170.265,631.8,4.1,usp000eap0,None,23,2,2006,1140681502520000000
119510,-21.526999999999997,33.269,10.0,4.1,usp000eanf,Mozambique,23,2,2006,1140666685110000000
119676,-35.907,179.88400000000001,35.0,4.2,usp000eafw,None,20,2,2006,1140475522030000000
119680,-39.74,176.69,31.0,4.0,usp000eafs,New Zealand,20,2,2006,1140471920300000000
119692,-20.820999999999998,-178.683,530.5,4.2,usp000eafc,Fiji,20,2,2006,1140461023950000000
119980,-36.07,-179.61,33.0,4.0,usp000ea5k,None,16,2,2006,1140093060900000000
120109,59.57,-30.26,10.0,4.5,usp000ea0w,None,13,2,2006,1139853571440000000
120188,-58.788000000000004,-24.851,35.0,4.0,usp000e9y8,None,11,2,2006,1139694900010000000
120213,15.392999999999999,121.948,46.8,4.5,usp000e9xd,Philippines,11,2,2006,1139644999780000000
120526,66.3066,-142.5217,10.1,3.2,ak0061nu3e00,United States,5,2,2006,1139162709768000000
120837,-6.638,129.877,140.3,4.2,usp000e970,Indonesia,31,1,2006,1138731709190000000
120871,-20.352,-178.227,545.8,4.6,usp000e95r,None,30,1,2006,1138657958690000000
120881,51.349,178.916,10.0,3.5,usp000e95a,United States,30,1,2006,1138645100570000000
121045,-19.997,-68.916,125.0,4.3,usp000e8zg,Chile,27,1,2006,1138402898930000000
121201,-22.72,-179.90200000000002,650.0,4.2,usp000e8u7,None,25,1,2006,1138181227100000000
121225,34.283,87.885,10.0,3.8,usp000e8t9,China,24,1,2006,1138134266900000000
121350,-23.435,-179.446,489.9,4.3,usp000e8nu,None,22,1,2006,1137936609800000000
121716,-7.8629999999999995,127.38,150.0,4.2,usp000e88a,Indonesia,15,1,2006,1137287984930000000
121720,-54.464,144.056,10.0,4.2,usp000e885,None,14,1,2006,1137278823120000000
121750,-56.402,-25.381999999999998,69.4,4.3,usp000e871,None,14,1,2006,1137216887600000000
121887,-20.432000000000002,-178.234,521.0,4.8,usp000e825,None,11,1,2006,1137007408060000000
122416,-19.819000000000003,-178.02599999999998,586.8,5.2,usp000e7fj,Fiji,3,1,2006,1136248849270000000
122417,-19.93,-178.2,616.6,4.6,usp000e7fh,Fiji,2,1,2006,1136246109630000000
122848,47.058,155.778,10.0,4.3,usp000f160,None,28,12,2006,1167284993850000000
123200,42.379,21.557,11.0,3.8,usp000f0t1,Kosovo,22,12,2006,1166814427400000000
123204,-20.941,-178.675,580.8,4.7,usp000f0sw,Fiji,22,12,2006,1166808917510000000
123212,46.885,152.639,100.7,4.5,usp000f0sn,None,22,12,2006,1166791913770000000
123231,22.27,143.51,159.5,4.0,usp000f0s1,None,22,12,2006,1166761382450000000
123233,46.503,154.697,10.0,4.6,usp000f0rz,None,22,12,2006,1166759215340000000
123235,-1.652,-22.561,10.0,4.1,usp000f0rx,None,22,12,2006,1166758834730000000
123906,-5.992000000000001,151.599,10.0,3.8,usp000f007,None,11,12,2006,1165813131460000000
123916,-30.875999999999998,-178.06400000000002,35.0,4.0,usp000ezzr,None,10,12,2006,1165792173320000000
124221,-43.044,41.762,10.0,5.1,usp000ezna,None,6,12,2006,1165406749500000000
124228,41.428999999999995,142.168,57.6,3.6,usp000ezn2,None,6,12,2006,1165394983350000000
124470,24.912,142.878,10.0,4.6,usp000ezc3,None,2,12,2006,1165065605150000000
124484,47.585,156.148,10.0,4.3,usp000ezbm,None,2,12,2006,1165050905140000000
124554,-34.538000000000004,55.452,10.0,4.4,usp000ez94,None,1,12,2006,1164949704170000000
124559,47.06100000000001,155.84,10.0,4.3,usp000ez8z,None,1,12,2006,1164941678550000000
124563,18.111,-68.10600000000001,104.7,3.6,usp000ez8v,United States,1,12,2006,1164937237050000000
124569,-53.049,-133.583,10.0,4.1,usp000ez8p,None,30,11,2006,1164928123680000000
124578,47.614,156.22899999999998,10.0,4.3,usp000ez8b,None,30,11,2006,1164913933310000000
124871,46.718,154.702,10.0,4.5,usp000eyya,None,27,11,2006,1164595504130000000
124887,-22.866,-179.602,542.1,5.3,usp000eyxu,None,26,11,2006,1164583512730000000
124896,47.838,153.797,10.0,4.0,usp000eyxh,None,26,11,2006,1164571257650000000
124907,47.107,155.702,10.0,4.0,usp000eyx4,None,26,11,2006,1164561477490000000
125226,-1.216,-24.171999999999997,10.0,4.8,usp000eyju,None,22,11,2006,1164215530060000000
125233,-17.314,-69.509,144.7,4.1,usp000eyjk,Bolivia,22,11,2006,1164210319670000000
125363,51.4581,177.8612,40.7,3.2,ak006ew7eb9a,None,20,11,2006,1164061794221000000
125503,47.063,155.005,10.0,4.4,usp000ey8f,None,19,11,2006,1163933839160000000
125520,46.516999999999996,153.184,9.7,4.8,usp000ey7x,None,19,11,2006,1163914615520000000
125528,46.949,155.263,10.0,3.9,usp000ey7n,None,19,11,2006,1163909395070000000
125536,47.055,155.35299999999998,1.8,4.5,usp000ey7c,None,19,11,2006,1163902857160000000
125551,47.41,155.504,10.0,4.5,usp000ey6t,None,18,11,2006,1163893654010000000
125713,46.828,154.924,10.0,4.3,usp000ey1j,None,17,11,2006,1163790666600000000
125722,47.62,154.362,10.0,4.4,usp000ey16,None,17,11,2006,1163784768030000000
125733,46.297,154.232,10.0,4.3,usp000ey0u,None,17,11,2006,1163777660460000000
125818,45.87,154.092,10.0,4.4,usp000exy5,None,17,11,2006,1163729947780000000
125826,48.045,154.968,10.0,4.2,usp000exxx,None,17,11,2006,1163726686540000000
125832,46.856,155.298,10.0,4.4,usp000exxr,None,17,11,2006,1163725135610000000
125834,46.299,152.85,10.0,4.1,usp000exxp,None,17,11,2006,1163724815880000000
125838,46.663000000000004,155.58100000000002,10.0,4.5,usp000exxj,None,17,11,2006,1163723938440000000
125846,-5.686,150.806,75.5,4.3,usp000exx9,Papua New Guinea,16,11,2006,1163719328700000000
125860,46.565,154.83700000000002,10.0,4.3,usp000exwt,None,16,11,2006,1163715117800000000
125869,46.486999999999995,153.219,10.0,4.5,usp000exwf,None,16,11,2006,1163709091150000000
126126,47.333999999999996,154.976,10.0,4.7,usp000exnb,None,15,11,2006,1163625638600000000
126129,48.293,154.077,10.0,4.6,usp000exn8,None,15,11,2006,1163624980810000000
126143,47.104,155.18200000000002,10.0,4.3,usp000exms,None,15,11,2006,1163622439260000000
126147,47.191,155.269,10.0,5.2,usp000exmn,None,15,11,2006,1163621062590000000
126154,46.31399999999999,154.82,10.0,4.7,usp000exme,None,15,11,2006,1163619255620000000
126158,47.052,155.03799999999998,10.0,4.8,usp000exma,None,15,11,2006,1163618398440000000
126162,46.853,152.091,10.0,4.7,usp000exm6,Russia,15,11,2006,1163617690960000000
126295,46.861999999999995,153.731,10.0,5.5,usp000exfw,None,15,11,2006,1163590403800000000
126303,46.592,153.266,10.0,8.3,usp000exfn,None,15,11,2006,1163589253570000000
126323,4.89,127.39200000000001,83.2,5.3,usp000exeu,None,15,11,2006,1163562747970000000
126356,-38.59,175.8,151.0,4.0,usp000exdk,New Zealand,14,11,2006,1163526913300000000
126808,47.336999999999996,153.99,10.0,4.3,usp000ewxv,None,9,11,2006,1163030472780000000
126841,47.17100000000001,153.963,10.0,5.6,usp000ewwg,None,8,11,2006,1162997812150000000
127106,-20.115,-178.16299999999998,527.4,4.0,usp000ewm8,Fiji,4,11,2006,1162646998630000000
127800,46.556999999999995,153.298,30.0,4.9,usp000evuc,None,23,10,2006,1161575565750000000
127817,-22.612,171.477,35.0,4.6,usp000evtt,None,22,10,2006,1161559222010000000
128170,40.366,-126.259,10.0,4.9,usp000evdy,None,17,10,2006,1161118394030000000
128174,-20.980999999999998,-68.61,106.0,4.5,usp000evdt,Chile,17,10,2006,1161114465760000000
128222,-33.059,-179.043,62.3,5.2,usp000evc7,None,17,10,2006,1161054984810000000
128503,-33.437,-178.69299999999998,5.8,5.0,usp000ev1q,None,12,10,2006,1160680746720000000
128537,-30.39,-69.343,16.1,3.7,usp000ev0h,Argentina,12,10,2006,1160651479500000000
128887,48.413000000000004,154.347,85.7,4.2,usp000eumd,None,6,10,2006,1160173546570000000
128892,18.998,145.26,232.2,4.4,usp000eum8,None,6,10,2006,1160168866670000000
129228,46.176,153.435,10.0,4.2,usp000eu8b,None,1,10,2006,1159708435250000000
129236,46.36,152.822,10.0,4.0,usp000eu81,None,1,10,2006,1159702629370000000
129474,-29.962,-177.72099999999998,50.1,5.3,usp000etzr,None,28,9,2006,1159430851610000000
129483,-31.608,-71.92,30.2,3.4,usp000etzc,None,28,9,2006,1159418020600000000
129484,46.36600000000001,152.804,10.0,4.1,usp000etzb,None,28,9,2006,1159415505800000000
130235,29.221,102.35799999999999,10.0,4.3,usp000et6e,China,16,9,2006,1158408046680000000
130246,-3.08,129.441,17.0,6.3,usp000et62,Indonesia,16,9,2006,1158399923910000000
130255,17.748,-66.205,24.5,3.0,usp000et5t,United States,16,9,2006,1158388640120000000
130573,34.36,25.33,24.0,3.3,usp000esu5,None,10,9,2006,1157871851300000000
130595,39.42,19.42,17.0,3.3,usp000estc,None,9,9,2006,1157840426300000000
130615,38.702,14.23,10.0,3.3,usp000essp,Italy,9,9,2006,1157816722500000000
130959,-25.253,179.769,475.8,3.8,usp000esdr,None,3,9,2006,1157311622500000000
131322,53.586999999999996,-163.787,36.6,4.5,usp000es0h,None,29,8,2006,1156843214380000000
131635,-20.114,-174.28099999999998,12.6,4.8,usp000erpr,Tonga,25,8,2006,1156474343830000000
131637,7.462000000000001,94.163,30.0,4.4,usp000erpp,None,25,8,2006,1156468420070000000
131641,18.933,144.82399999999998,516.6,4.0,usp000erpj,None,25,8,2006,1156466636730000000
132057,40.111,19.723,0.0,3.9,usp000er84,Albania,18,8,2006,1155896176150000000
132330,7.2379999999999995,92.51100000000001,30.0,4.4,usp000eqya,None,14,8,2006,1155590961970000000
132776,36.915,-8.507,18.7,3.1,usp000eqff,Portugal,7,8,2006,1154992968360000000
132784,-56.523,-141.88299999999998,10.0,5.1,usp000eqf8,None,7,8,2006,1154986483110000000
133048,9.665,-104.189,10.0,4.3,usp000eq60,None,3,8,2006,1154610422130000000
133054,-29.476,-71.016,43.3,3.2,usp000eq5u,Chile,3,8,2006,1154605788900000000
133162,-32.39,-71.934,19.8,3.0,usp000eq1w,None,2,8,2006,1154480489200000000
133481,0.684,-27.173000000000002,10.0,4.9,usp000eppy,None,27,7,2006,1154021774580000000
133605,23.613000000000003,-63.997,10.0,4.6,usp000epjs,None,25,7,2006,1153855391240000000
133800,34.28,24.06,27.0,3.3,usp000epc1,None,23,7,2006,1153617615200000000
133882,-6.386,129.82399999999998,105.2,3.8,usp000ep97,Indonesia,21,7,2006,1153519596820000000
133890,-29.975,-178.877,310.3,3.9,usp000ep8z,None,21,7,2006,1153509416620000000
134172,41.0,22.76,8.0,3.6,usp000enz6,Greece,18,7,2006,1153208488400000000
134186,-10.126,107.25200000000001,10.0,4.7,usp000enys,None,18,7,2006,1153202017640000000
134240,-9.682,107.833,10.0,4.1,usp000enx0,None,17,7,2006,1153176805810000000
134514,-5.112,152.148,106.2,4.3,usp000enn1,Papua New Guinea,15,7,2006,1152929674300000000
134609,-60.942,-36.471,10.0,5.7,usp000enhr,None,13,7,2006,1152818020980000000
134954,-24.706,-177.15900000000002,238.3,4.5,usp000en6b,None,9,7,2006,1152404188180000000
134979,51.018,-179.207,13.1,3.7,usp000en5t,None,8,7,2006,1152394246720000000
134986,29.156,58.574,9.2,4.3,usp000en5n,Iran,8,7,2006,1152392454940000000
135219,39.53,21.23,7.0,3.3,usp000emx4,Greece,4,7,2006,1152050868300000000
135227,-21.291,33.114000000000004,10.0,4.4,usp000emwt,Mozambique,4,7,2006,1152040136310000000
135228,79.583,3.1919999999999997,10.0,4.6,usp000emws,None,4,7,2006,1152039220790000000
135230,79.63,3.612,10.0,4.8,usp000emwq,None,4,7,2006,1152038902760000000
135241,-31.913,-179.225,188.4,5.0,usp000emwa,None,4,7,2006,1152021156080000000
135380,-56.372,-27.325,112.5,4.7,usp000emrw,South Georgia and the South Sandwich Islands,2,7,2006,1151842497550000000
135599,-3.593,70.13600000000001,10.0,4.2,usp000emha,None,29,6,2006,1151539800210000000
135706,-44.297,167.93900000000002,11.6,4.0,usp000emd5,New Zealand,27,6,2006,1151413026850000000
135914,-29.939,179.65599999999998,450.7,4.2,usp000em5u,None,24,6,2006,1151172824250000000
135936,-24.209,69.52600000000001,10.0,4.2,usp000em54,None,24,6,2006,1151150850500000000
135942,13.675,121.152,77.0,4.2,usp000em4w,Philippines,24,6,2006,1151140742810000000
136025,-47.096000000000004,32.759,10.0,4.4,usp000em2a,None,23,6,2006,1151053008400000000
136039,-55.254,-28.896,38.2,5.0,usp000em1w,None,23,6,2006,1151041233040000000
136649,19.1,-45.958999999999996,23.2,4.6,usp000ekdq,None,15,6,2006,1150356140240000000
136771,52.0527,177.1737,25.7,3.1,ak0067kzj7u8,United States,14,6,2006,1150267710560000000
137080,-47.75,32.611999999999995,22.5,5.9,usp000ek1f,None,9,6,2006,1149895047880000000
137208,-6.718,129.726,119.4,4.5,usp000ejwb,Indonesia,7,6,2006,1149695920110000000
137235,-7.59,-73.733,187.9,5.2,usp000ejvd,Brazil,7,6,2006,1149647162440000000
137239,51.667,-179.44299999999998,112.0,3.3,usp000ejv8,None,7,6,2006,1149644976400000000
137241,-38.95,175.12,247.0,3.7,usp000ejv4,New Zealand,6,6,2006,1149636961700000000
137248,-31.691999999999997,57.858000000000004,10.0,4.7,usp000ejuw,None,6,6,2006,1149628699640000000
137420,-21.863000000000003,-178.50400000000002,550.0,4.2,usp000ejnu,None,4,6,2006,1149392537990000000
137428,21.342,144.056,80.0,4.3,usp000ejne,None,4,6,2006,1149381881490000000
138167,46.684,152.988,10.0,4.4,usp000fck4,None,23,5,2007,1179943464500000000
138187,52.281000000000006,-31.892,10.0,4.4,usp000fcjc,None,23,5,2007,1179902060280000000
138266,-55.985,-27.680999999999997,118.3,4.6,usp000fcfe,None,21,5,2007,1179787169740000000
138268,22.002,142.701,20.0,4.5,usp000fcfc,None,21,5,2007,1179784436110000000
138425,-30.951,-71.692,15.6,3.2,usp000fc9m,Chile,19,5,2007,1179550933400000000
138711,38.37,20.42,13.0,3.5,usp000fbza,Greece,14,5,2007,1179182788500000000
138714,-24.694000000000003,-177.554,134.6,4.4,usp000fbz5,None,14,5,2007,1179177827730000000
138724,47.213,-0.40399999999999997,5.0,3.0,usp000fbyt,France,14,5,2007,1179152311900000000
138893,-55.93600000000001,-27.781999999999996,92.0,5.0,usp000fbsq,None,11,5,2007,1178915614090000000
138921,34.245,81.91199999999999,10.0,4.2,usp000fbrk,China,11,5,2007,1178870804820000000
138951,47.089,153.589,35.0,4.6,usp000fbqj,None,10,5,2007,1178834284580000000
138982,21.883000000000003,143.22799999999998,10.0,4.0,usp000fbpj,None,10,5,2007,1178813685600000000
139380,-1.41,-14.921,7.0,6.2,usp000fb7d,None,4,5,2007,1178280411750000000
139387,-6.34,129.72899999999998,30.0,3.9,usp000fb73,Indonesia,4,5,2007,1178266888110000000
139467,24.011999999999997,122.82,35.0,3.4,usp000fb47,None,3,5,2007,1178152204510000000
139468,-32.826,-179.845,286.0,4.2,usp000fb46,None,3,5,2007,1178151734580000000
139534,-29.01,-71.384,18.2,3.7,usp000fb1c,Chile,1,5,2007,1178043652200000000
139602,48.083,154.844,10.0,4.5,usp000fayx,None,30,4,2007,1177969569200000000
139610,26.333000000000002,137.94,35.0,4.2,usp000fayn,None,30,4,2007,1177961440320000000
139621,-53.998999999999995,6.081,10.0,5.6,usp000fay5,None,30,4,2007,1177947532540000000
140277,38.32,21.78,16.0,3.0,usp000fa72,Greece,20,4,2007,1177092532500000000
140710,17.205,-100.367,40.3,4.0,usp000f9rb,Mexico,14,4,2007,1176594213900000000
140814,-35.051,-108.836,10.0,6.1,usp000f9mq,None,13,4,2007,1176488659160000000
140988,46.453,153.549,10.0,5.3,usp000f9eb,None,11,4,2007,1176287457720000000
141005,-35.78,179.79,234.0,4.3,usp000f9dr,None,11,4,2007,1176268368800000000
141326,46.067,153.181,10.0,4.1,usp000f91v,None,8,4,2007,1176007905270000000
141351,-15.616,87.976,10.0,4.8,usp000f90x,None,8,4,2007,1175990518610000000
141457,-7.903,155.773,23.6,4.9,usp000f8x1,Solomon Islands,6,4,2007,1175888452600000000
141593,46.949,153.029,48.9,4.5,usp000f8ru,None,5,4,2007,1175757725960000000
141658,39.62,24.87,10.0,3.0,usp000f8pf,Greece,4,4,2007,1175717288000000000
141687,14.357000000000001,56.391999999999996,10.0,4.5,usp000f8n7,None,4,4,2007,1175691973470000000
142684,47.718,-27.543000000000003,10.0,5.0,usp000f7k3,None,27,3,2007,1174962623660000000
142770,22.068,143.114,10.0,5.3,usp000f7g1,None,26,3,2007,1174894843410000000
142772,15.467,-46.498000000000005,10.0,4.6,usp000f7fy,None,26,3,2007,1174893287770000000
143608,-41.203,85.53299999999999,10.0,5.5,usp000f6ja,None,12,3,2007,1173686879690000000
143615,-16.184,-72.854,93.1,4.0,usp000f6j1,Peru,12,3,2007,1173680952860000000
144005,-6.841,129.335,35.0,3.8,usp000f63v,Indonesia,5,3,2007,1173058461220000000
144102,51.442,178.27900000000002,53.1,4.6,usp000f60b,None,3,3,2007,1172945507210000000
144220,38.404,39.219,5.0,3.2,usp000f5wc,Turkey,1,3,2007,1172744123680000000
144256,53.848,-164.067,48.0,3.9,usp000f5v4,None,28,2,2007,1172701628670000000
144576,-30.771,-177.196,35.0,4.5,usp000f5g9,None,24,2,2007,1172280653390000000
145437,37.1,20.57,41.0,3.1,usp000f4h4,None,8,2,2007,1170972331400000000
145523,-33.674,-178.91099999999997,19.4,5.2,usp000f4dw,None,7,2,2007,1170826522810000000
145545,-58.475,-26.805999999999997,228.7,4.4,usp000f4d3,South Georgia and the South Sandwich Islands,6,2,2007,1170791865760000000
145721,46.638000000000005,155.702,10.0,4.2,usp000f46t,None,3,2,2007,1170498393770000000
145747,52.138999999999996,-175.67,111.5,4.7,usp000f45s,United States,2,2,2007,1170458069190000000
145748,37.688,91.76799999999999,10.0,5.4,usp000f45r,China,2,2,2007,1170455538790000000
146114,21.948,143.082,10.0,5.0,usp000f3ru,None,27,1,2007,1169912960800000000
146117,46.49,153.175,10.0,4.7,usp000f3rr,None,27,1,2007,1169904404580000000
146120,1.2570000000000001,126.14299999999999,10.0,4.6,usp000f3rn,Indonesia,27,1,2007,1169900712180000000
146127,46.785,152.982,10.0,4.0,usp000f3rd,None,27,1,2007,1169895572210000000
146158,1.399,126.80799999999999,10.0,4.4,usp000f3qe,Indonesia,27,1,2007,1169873202610000000
146384,0.9740000000000001,126.406,10.0,4.0,usp000f3eu,Indonesia,23,1,2007,1169590516940000000
146722,12.794,-89.042,35.0,4.1,usp000f311,None,20,1,2007,1169252831940000000
146730,46.868,155.35,10.0,3.9,usp000f30n,None,19,1,2007,1169244408240000000
146736,46.128,154.499,10.0,4.6,usp000f30e,None,19,1,2007,1169234103360000000
146740,46.83,155.686,10.0,4.1,usp000f309,None,19,1,2007,1169225947430000000
147049,-61.348,-34.249,10.0,5.0,usp000f2nt,None,15,1,2007,1168850089040000000
147267,46.898999999999994,155.721,10.0,4.7,usp000f2dk,None,13,1,2007,1168690940870000000
147291,45.872,154.813,10.0,4.6,usp000f2cu,None,13,1,2007,1168683554190000000
147294,46.519,155.625,10.0,3.8,usp000f2cr,None,13,1,2007,1168683006600000000
147349,46.248000000000005,154.694,10.0,4.8,usp000f2ar,None,13,1,2007,1168665345320000000
147353,46.288999999999994,155.106,10.0,4.3,usp000f2am,None,13,1,2007,1168664789900000000
147354,46.918,155.80100000000002,10.0,4.8,usp000f2ak,None,13,1,2007,1168664397930000000
147359,46.333999999999996,155.166,10.0,5.5,usp000f2ae,None,13,1,2007,1168663027670000000
147370,-22.404,173.75400000000002,35.0,4.8,usp000f2a1,None,13,1,2007,1168649434560000000
147639,47.351000000000006,153.083,101.5,4.6,usp000f1zm,None,8,1,2007,1168271385580000000
147655,37.169000000000004,138.815,46.2,4.5,usp000f1z0,Japan,8,1,2007,1168250379540000000
147914,-23.256,170.395,52.9,5.0,usp000f1pt,None,4,1,2007,1167912436820000000
147921,45.1188333,-120.93233329999998,16.142,3.0,uw10710703,United States,4,1,2007,1167899411360000000
148006,3.885,123.96,390.0,4.0,usp000f1kb,None,2,1,2007,1167772266130000000
148010,46.6,152.559,31.2,4.8,usp000f1k7,None,2,1,2007,1167766503080000000
148158,-25.848000000000003,179.64,491.9,4.6,usp000fvrd,None,31,12,2007,1199144594100000000
148771,41.602,142.036,58.8,4.9,usp000fv2n,None,23,12,2007,1198403591190000000
148858,51.2811,-178.808,21.9,3.1,ak007gcrmlhy,United States,22,12,2007,1198284714148000000
149566,-32.313,-178.24200000000002,35.0,4.6,usp000fu9b,None,11,12,2007,1197396813760000000
149607,28.97,143.034,35.0,3.9,usp000fu7x,None,11,12,2007,1197333946760000000
149633,-20.188,-178.082,523.9,4.3,usp000fu73,None,10,12,2007,1197304791790000000
150279,-37.146,-94.141,10.0,4.5,usp000ftgw,None,29,11,2007,1196307382440000000
150306,11.905999999999999,142.221,25.3,4.7,usp000ftg2,None,28,11,2007,1196282014500000000
150309,35.611,-11.207,0.0,3.9,usp000ftfz,None,28,11,2007,1196273882750000000
150322,-24.04,-176.016,15.0,4.5,usp000ftfh,None,28,11,2007,1196259185350000000
150325,-31.68,-177.953,49.1,5.0,usp000ftfe,None,28,11,2007,1196257281170000000
150661,-20.436,-178.021,510.0,4.1,usp000ft34,None,22,11,2007,1195748829320000000
150673,-28.906,61.721000000000004,10.0,4.4,usp000ft2s,None,22,11,2007,1195738978810000000
150930,10.845999999999998,-61.973,46.0,3.0,usp000fsts,Venezuela,18,11,2007,1195358491630000000
151065,51.388000000000005,178.405,46.7,4.3,usp000fsnd,None,15,11,2007,1195165762650000000
151594,-25.563000000000002,-179.854,474.3,4.5,usp000fs2j,None,6,11,2007,1194370101610000000
151824,-56.983999999999995,-25.518,10.0,4.0,usp000fru0,None,2,11,2007,1193997540950000000
151833,30.246,142.609,35.0,4.1,usp000frtn,None,2,11,2007,1193983991960000000
151841,30.176,142.675,35.0,4.1,usp000frtc,None,2,11,2007,1193965274460000000
152279,8.769,93.086,35.0,4.5,usp000fra3,None,26,10,2007,1193404364180000000
152295,14.63,-92.93,47.0,4.3,usp000fr9h,None,26,10,2007,1193381853000000000
152948,-22.844,69.432,10.0,5.0,usp000fqjg,None,14,10,2007,1192387592330000000
152973,2.7319999999999998,127.073,35.0,4.7,usp000fqhk,Indonesia,14,10,2007,1192358244300000000
153034,21.614,121.046,35.0,3.5,usp000fqfh,Taiwan,13,10,2007,1192290726200000000
153138,-6.877000000000001,148.219,79.9,4.1,usp000fqbz,None,12,10,2007,1192157910400000000
153605,-49.208,164.584,10.0,4.6,usp000fpv1,None,4,10,2007,1191488328810000000
153708,-9.786,160.672,10.0,4.3,usp000fprj,Solomon Islands,3,10,2007,1191375398710000000
154395,39.33,20.58,7.0,3.3,usp000fp1y,Greece,24,9,2007,1190676056200000000
154397,-20.663,-178.412,494.0,4.7,usp000fp1w,None,24,9,2007,1190673742230000000
155039,2.737,66.142,10.0,5.0,usp000fnax,None,15,9,2007,1189841402040000000
155068,57.53,-34.436,10.0,4.5,usp000fn9w,None,14,9,2007,1189813823990000000
155080,-3.457,100.806,35.0,4.6,usp000fn9f,Indonesia,14,9,2007,1189802407900000000
155537,-25.51,-176.347,10.0,4.6,usp000fms2,None,9,9,2007,1189332575360000000
155665,2.71,66.194,10.0,5.0,usp000fmmc,None,7,9,2007,1189156793180000000
155915,2.613,95.479,22.4,4.5,usp000fmbb,None,3,9,2007,1188807102370000000
156441,6.7860000000000005,126.867,70.3,4.8,usp000fks1,None,26,8,2007,1188161287600000000
156995,51.0943,179.3253,14.2,3.0,ak007aknei5b,None,18,8,2007,1187455547510000000
157040,-34.379,150.376,18.0,3.2,usp000fk36,Australia,18,8,2007,1187409459000000000
158614,38.3,20.42,13.0,3.6,usp000fhcs,Greece,29,7,2007,1185737002100000000
159857,-24.686,-177.046,78.9,4.5,usp000fg08,None,11,7,2007,1184195668610000000
160300,-20.883000000000003,-178.672,556.8,4.3,usp000ffgj,Fiji,4,7,2007,1183588620920000000
160679,29.188000000000002,141.89,54.8,4.1,usp000ff2u,None,29,6,2007,1183109521530000000
160701,-21.011999999999997,168.697,41.9,4.4,usp000ff25,None,28,6,2007,1183069854900000000
160711,-22.299,171.544,110.7,5.5,usp000ff1u,France,28,6,2007,1183056603560000000
160714,29.035,141.84799999999998,53.2,4.3,usp000ff1r,None,28,6,2007,1183048348870000000
161265,28.086,139.079,530.4,4.5,usp000fee1,None,20,6,2007,1182333411130000000
161274,46.571999999999996,155.451,10.0,4.4,usp000feds,None,20,6,2007,1182322495300000000
161949,7.814,-37.969,10.0,4.6,usp000fdph,None,9,6,2007,1181377447710000000
162144,-55.778999999999996,-26.124000000000002,35.0,4.5,usp000fdfe,None,6,6,2007,1181097661980000000
162151,-32.759,-178.12,18.3,4.5,usp000fdf6,None,5,6,2007,1181087597970000000
162276,21.895,143.153,35.0,4.3,usp000fdak,None,3,6,2007,1180913418650000000
162280,-31.315,-177.635,35.0,4.5,usp000fdaf,None,3,6,2007,1180909446380000000
162485,36.665,-12.532,0.0,3.2,usp000g8ag,None,1,6,2008,1212327533500000000
162491,-23.235,-114.603,10.0,4.3,usp000g8a7,None,1,6,2008,1212321666560000000
162497,-43.076,121.444,10.0,4.9,usp000g8a1,None,1,6,2008,1212314074470000000
162510,79.551,3.346,10.0,4.8,usp000g89g,None,1,6,2008,1212301477990000000
162538,39.21,20.26,10.0,3.1,usp000g88h,Greece,31,5,2008,1212276411400000000
162551,18.927,-64.837,53.0,3.1,usp000g882,None,31,5,2008,1212264893160000000
