Year,Mo,Dy,Hr,Mn,Sec,Tsu,Vol,Location Name,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Death Description,Missing,Missing Description,Injuries,Injuries Description,Damage ($Mil),Damage Description,Houses Destroyed,Houses Destroyed Description,Houses Damaged,Houses Damaged Description,Total Deaths,Total Death Description,Total Missing,Total Missing Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Destroyed Description,Total Houses Damaged,Total Houses Damaged Description
2005,2,14,18,5,59.3,4802,,GUADELOUPE,15.775,-61.744,12,5.8,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2,14,23,38,8.6,,,CHINA:  XINJIANG PROVINCE:  WUSHI,41.728,79.44,22,6.1,,,,,,,,,3,6000,4,,,,,,,,,,3,6000,4,,
2005,2,15,11,15,11.7,,,INDIA:  KHASPUR,24.55,92.524,35,5.1,,,,,,,,,1,,,,,,,,,,,,1,,,,
2005,2,22,2,25,22.9,,,IRAN:  KERMAN PROVINCE:  ZARAND,30.754,56.816,14,6.4,,612,3,,,1411,4,,4,8000,4,8000,4,612,3,,,1411,4,,4,8000,4,,
2005,3,2,11,12,14.9,,,PAKISTAN:  QUETTA,30.378,68.038,52,4.9,,,,,,1,1,,1,,,,,,,,,1,1,,1,,,,
2005,3,9,10,15,31.8,,,SOUTH AFRICA:  KLERKSDORP  STILFONTEIN,-26.913,26.789,5,4.3,,2,1,,,58,2,,2,,,,,2,1,,,58,2,,2,,,,
2005,3,12,7,36,12.1,,,TURKEY:  CAT  KARLIOVA,39.44,40.978,11,5.6,,,,,,16,1,,2,,,,,,,,,16,1,,2,,,,
2005,3,13,3,31,23,,,IRAN:  SARAVAN,27.095,61.887,54,6,,,,,,,,,1,,,,,,,,,,,,1,,,,
2005,3,14,1,55,55.6,,,TURKEY:  EASTERN:  BINGOL PROVINCE,39.354,40.89,5,5.8,,,,,,18,1,,3,,2,,2,,,,,18,1,,3,,2,,
2005,3,14,9,43,49.1,,,INDIA:  MAHARASHTRA:  KOLHAPUR  RATNAGIRI  SATARA,17.145,73.73,10,4.9,,,,,,45,1,,2,,,,,,,,,45,1,,2,,,,
2005,3,15,2,7,6.8,,,INDIA:  MAHARASHTRA:  DHEBEWADI,17.072,73.668,10,4.3,,,,,,,,,1,,,,,,,,,,,,1,,,,
2005,3,20,1,53,41.8,,,JAPAN:  KYUSHU:  FUKUOKA  GENKAI,33.807,130.131,10,6.6,,1,1,,,500,3,,2,65,2,,,1,1,,,500,3,,2,65,2,,
2005,3,28,16,9,36.5,2487,,INDONESIA:  SUMATERA:  SW,2.085,97.108,30,8.6,,1303,4,,,340,3,,4,300,3,300,3,1313,4,,,340,3,,4,300,3,,
2005,4,10,10,29,11.2,2507,,INDONESIA:  PADANG,-1.644,99.607,19,6.7,5,,,,,,,,,,,,,,,,,,,,,,,,
2005,6,13,22,44,33.9,,,CHILE:  TARAPACA,-19.987,-69.197,116,7.7,,11,1,,,200,3,,,544,3,,,11,1,,,200,3,,,544,3,,
2005,6,15,2,50,53.1,2547,,CALIFORNIA:  OFF COAST NORTHERN,41.301,-125.97,10,7.2,4,,,,,,,,,,,,,,,,,,,,,,,,
2005,7,5,1,52,2.9,,,INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI,1.819,97.082,21,6.7,,,,,,,,,1,,,,,,,,,,,,1,,,,
2005,7,9,23,59,17,,,INDONESIA:  SULAWESI:  DONGGALA,-1.174,119.963,32,5.9,,,,,,,,,1,6,1,6,1,,,,,,,,1,6,1,,
2005,7,10,13,10,12.1,,,ALBANIA:  TROPOJE,42.389,19.812,4,5.2,,,,,,,,,1,,1,,,,,,,,,,1,,1,,
2005,7,18,2,4,59.8,,,INDONESIA:  TIMOR:  TIMOR TENGAH UTARA,-9.948,124.48,10,5.3,,,,,,,,,1,,1,,1,,,,,,,,1,,1,,
2005,7,23,7,34,56.7,,,JAPAN:  HONSHU:  TOKYO,35.498,139.982,61,5.9,,,,,,27,1,,1,1,1,,,,,,,27,1,,1,1,1,,
2005,7,24,15,42,6.2,,,INDIA:  ANDAMAN ISLANDS   NICOBAR ISLANDS,7.92,92.19,16,7.2,,,,,,,,,1,,1,,1,,,,,,,,1,,1,,
2005,7,25,15,43,41.1,,,CHINA:  DAQING,46.827,125.058,48,4.7,,1,1,,,12,1,,,,,,,1,1,,,12,1,,,,,,
2005,7,26,4,8,37.1,,,MONTANA:  DILLON  SILVER STAR  TWIN BRIDGES,45.365,-112.615,13,5.6,6,,,,,,,,1,,,,,,,,,,,,1,,,,
2005,7,30,21,45,0,,,TURKEY:  BAHCEKARADALAK  SIRAPINAR  YENIYAPANSEYHLI,39.437,33.089,5,5.3,,,,,,,,,1,,,,,,,,,,,,1,,,,
2005,8,5,14,14,48,,,CHINA:  YUNNAN PROVINCE:  HUIZE,26.569,103.036,42,4.8,,,,,,9,1,,2,3700,4,3700,4,,,,,9,1,,2,3700,4,,
2005,8,5,18,7,13.8,,,VIETNAM:  HO CHI MINH CITY,9.985,108.383,10,4.5,,,,,,,,,1,,,,,,,,,,,,1,,,,
2005,8,9,5,9,20.8,,,IRAN:  FIRUZABAD,28.85,52.56,10,5.1,,,,,,,,,1,,,,,,,,,,,,1,,,,
2005,8,13,4,58,44.8,,,CHINA:  YUNNAN PROVINCE:  WENSHAN,23.627,104.103,10,4.5,,,,,,26,1,,1,,2,,2,,,,,26,1,,1,,2,,
2005,8,14,2,39,40.3,,,CHILE:  TARAPACA,-19.78,-68.98,11,5.8,,,,,,,,,1,,,,,,,,,,,,1,,,,
2005,8,14,6,33,32.5,,,INDIA:  MAHARASHTRA,17.398,74.118,35,4.4,7,,,,,,,,2,,,,,,,,,,,,2,,,,
2005,8,16,2,46,28.4,2548,,JAPAN:  EAST COAST HONSHU,38.276,142.039,36,7.2,,,,,,56,2,,1,1,1,,,,,,,56,2,,1,1,1,,
2005,8,16,3,45,54.1,,,INDIA:  UTTARANCHAL:  UTTARKAHI,30.924,78.56,43,4.4,6,,,,,,,,1,,1,,1,,,,,,,,1,,1,,
2005,8,30,8,53,17.4,,,INDIA: MAHARASHTRA: AMBEGHAR  DICHOLI  KISRULE,17.067,73.773,10,4.7,6,,,,,,,,1,,,,,,,,,,,,1,,,,
2005,9,9,7,26,43.7,,,PAPUA NEW GUINEA:  NEW IRELAND,-4.539,153.474,90,7.7,,,,,,,,,,,,,,,,,,,,,,,,,
2005,9,24,19,24,2.6,,,ETHIOPIA:  DABBAHU,12.471,40.634,12,5.6,,,,,,,,,,,,,,,,,,,,,2,,,,
2005,9,26,1,55,37.6,,,PERU:  LAMAS  CHACHAPOYAS  MOYOBAMBA  TARAPOTA,-5.678,-76.398,115,7.5,,5,1,,,60,2,,2,,3,,,5,1,,,60,2,,2,,3,,
2005,10,1,22,19,51.3,,,PERU:  MOQUEGUA,-16.635,-70.794,20,5.3,,,,,,10,1,,1,300,3,,,,,,,10,1,,1,300,3,,
2005,10,8,3,50,40.8,,,PAKISTAN:  MUZAFFARABAD  URI  ANANTNAG  BARAMULA,34.539,73.588,26,7.6,8,76213,4,,,146599,4,6680,4,,3,,3,76213,4,,,146599,4,6680,4,,3,,
2005,10,20,21,40,4,,,TURKEY:  IZMIR,38.152,26.751,10,5.9,,1,1,,,15,1,,1,,2,,2,1,1,,,15,1,,1,,2,,
2005,10,24,17,35,33.8,,,ECUADOR:  BAEZA,-0.507,-77.745,35,4.8,6,,,,,,,,1,,,,,,,,,,,,1,,,,
2005,10,27,11,18,57.3,,,CHINA:  GUANGXI PROVINCE,23.604,107.798,10,4.2,,1,1,,,1,1,,1,,1,,,1,1,,,1,1,,1,,1,,
2005,10,31,2,10,28.7,,,PERU:  N,-5.852,-78.704,40,5.4,,,,,,,,,,20,1,,,,,,,,,,,20,1,,
2005,11,14,21,38,51.4,2590,,JAPAN:  EAST COAST HONSHU,38.107,144.896,11,7,,,,,,,,,,,,,,,,,,,,,,,,,
2005,11,26,0,49,37.6,,,CHINA:  JIANGXI:  JIUJIANG  RUICHANG,29.695,115.689,10,5.2,,16,1,,,8000,4,,3,150000,4,,,16,1,,,8000,4,,3,150000,4,,
2005,11,26,15,56,55,,,TURKEY:  DOGANYOL,38.26,38.814,9,4.4,,,,,,,,,1,,,,,,,,,,,,1,,,,
2005,11,27,10,22,19.1,,,IRAN:  QESHM  ZIRANG,26.774,55.858,10,6,,13,1,,,100,2,,2,,,,,13,1,,,100,2,,2,,,,
2005,12,5,12,19,56.6,,,CONGO:  KALEMIE,-6.224,29.83,22,6.8,,6,1,,,,,,1,300,3,,,6,1,,,,,,1,300,3,,
2005,12,12,21,47,46,,,AFGHANISTAN:  TILI  JALALABAD  BADAKHSHAN,36.357,71.093,225,6.5,,5,1,,,1,1,,1,100,2,100,2,5,1,,,1,1,,1,100,2,,
2005,12,14,7,9,54.1,,,INDIA:  JAUSARI  CHAMOLI  NANDPRAYAG,30.476,79.255,44,5.3,,1,1,,,4,1,,2,1,1,1,1,1,1,,,4,1,,2,1,1,,
2005,12,24,3,56,7.3,,,TURKEY:  AKHISAR,38.804,26.783,14,4.3,,,,,,,,,1,,,,,,,,,,,,1,,,,
2006,1,1,7,11,57,5795,7540,JAPAN:  HONSHU:  S. OF,31.394,140.131,10,5.6,,,,,,,,,,,,,,,,,,,,,,,,,
2006,1,8,11,34,55.6,,,GREECE:  SOUTHERN,36.311,23.212,66,6.7,,,,,,3,1,,1,,1,,,,,,,3,1,,1,,1,,
2006,1,27,16,58,53.6,,,INDONESIA:  BANDA SEA,-5.473,128.131,397,7.6,,,,,,,,,,,,,,,,,,,,,,,,,
2006,2,14,0,55,25,,,INDIA:  SIKKIM,27.382,88.388,30,5.3,,2,1,,,2,1,,1,,,,,2,1,,,2,1,,1,,,,
2006,2,20,17,20,9,,,GREECE-BULGARIA BORDER REGION,41.708,25.544,10,4.6,,,,,,2,1,,,,1,,1,,,,,2,1,,,,1,,
2006,2,22,22,19,7.8,,,MOZAMBIQUE,-21.324,33.583,11,7,,4,1,,,36,1,,2,294,3,,,4,1,,,36,1,,2,294,3,,
2006,2,23,20,4,53.5,,,BHUTAN:  TASHIGANG,26.912,91.705,10,5.8,,,,,,,,,1,126,3,126,3,,,,,,,,1,126,3,,
2006,2,28,7,31,2.6,,,IRAN:  SOUTHERN,28.12,56.865,18,6,,,,,,6,1,,2,,3,,3,,,,,6,1,,2,,3,,
2006,3,7,18,20,46.1,,,INDIA:  GUJARAT,23.777,70.899,10,5.5,,,,,,7,1,,1,,1,,1,,,,,7,1,,1,,1,,
2006,3,10,7,50,14.3,,,PAKISTAN:  MIRPUR DISTRICT,33.129,73.887,10,4.9,,1,1,,,22,1,,,,,,,1,1,,,22,1,,,,,,
2006,3,14,6,57,33.8,2875,,INDONESIA:  SERAM,-3.595,127.214,30,6.7,,,,,,,,,2,241,3,,,4,1,,,,,,2,241,3,,
2006,3,20,19,44,25.1,,,ALGERIA:  NORTHERN,36.623,5.328,10,4.9,,4,1,,,9,1,,,62,2,62,2,4,1,,,9,1,,,62,2,,
2006,3,25,7,28,57.6,,,IRAN:  SOUTHERN,27.574,55.685,18,5.9,,1,1,,,1,1,,1,,,,,1,1,,,1,1,,1,,,,
2006,3,28,8,35,43.3,,,INDONESIA:  N. SUMATRA: TAPAKTUAN,3.462,97.224,30,5,,,,,,,,,1,,,,,,,,,,,,1,,,,
2006,3,31,1,17,0.9,,,IRAN:  WESTERN:  BORUJERD  DORUD,33.5,48.78,7,6.1,,70,2,,,1300,4,,3,,3,,3,70,2,,,1300,4,,3,,3,,
2006,3,31,12,23,17.8,,,CHINA:  JILIN PROVINCE:  JILIN  SONGYUAN,44.624,124.122,10,4.9,,,,,,,,,1,,2,,,,,,,,,,1,,2,,
2006,4,1,10,2,19.5,,,TAIWAN:  T'AIT-TUNG,22.868,121.278,9,6.2,,,,,,42,1,,1,,2,,,,,,,42,1,,1,,2,,
2006,4,4,9,12,23.4,,,PAKISTAN:  BATGRAM,34.6,73.136,10,4.8,,,,,,28,1,,1,,2,,2,,,,,28,1,,1,,2,,
2006,4,6,17,59,16.4,,,INDIA:  GUJARAT,23.322,70.477,10,5.5,,,,,,,,,1,,,,,,,,,,,,1,,,,
2006,4,11,0,2,41.5,,,GREECE:  ZAKYNTHOS,37.64,20.92,18,5.5,,,,,,,,,1,,,,,,,,,,,,1,,,,
2006,4,19,2,5,42.9,,,CHINA:  TIBET (XIZANG PROVINCE),31.607,90.413,33,5.7,,,,,,,,,1,,2,,,,,,,,,,1,,2,,
2006,4,20,23,25,2.1,,,RUSSIA:  KORYAKSKIY,60.949,167.089,22,7.6,,,,,,40,1,55,4,,3,,,,,,,40,1,55,4,,3,,
2006,5,3,15,26,40.2,2749,,TONGA ISLANDS,-20.187,-174.123,55,7.9,7,,,,,1,1,,1,,,,,,,,,1,1,,1,,,,
2006,5,4,17,43,9.7,,,PANAMA:  BOQUETE,8.898,-82.543,,4.5,,,,,,,,,1,,,,,,,,,,,,1,,,,
2006,5,7,6,20,53.7,,,IRAN:  ZARAND,30.79,56.7,14,4.1,,,,,,70,2,,1,,1,,1,,,,,70,2,,1,,2,,
2006,5,12,8,16,56.5,,,INDONESIA:  SUMATRA:  KALIANDAK,-5.575,105.395,17,5.5,,,,,,,,,1,,2,,2,,,,,,,,1,,2,,
2006,5,26,22,53,58.9,,,INDONESIA:   JAVA:  BANTUL  YOGYAKARTA,-7.961,110.446,13,6.3,,5749,4,,,38568,4,3100,4,127000,4,127000,4,5749,4,,,38568,4,3100,4,127000,4,,
2006,6,3,7,15,35.6,,,IRAN:  SOUTHERN:  QESHM,26.759,55.843,5,5.1,,2,1,,,4,1,,1,,2,,2,2,1,,,4,1,,1,,2,,
2006,6,3,11,7,45,,,TURKEY:  HAKKARI,37.605,43.787,10,4.1,,,,,,,,,1,,,,,,,,,,,,1,,,,
2006,6,3,16,34,25.8,,,MALAWI:  SALIMA,-14.52,34.28,10,3.8,,,,,,,,,1,,,,,,,,,,,,1,,,,
2006,6,11,20,1,26.3,,,JAPAN:  KYUSHU,33.129,131.141,140,6.3,,,,,,8,1,,,,,,,,,,,8,1,,,,,,
2006,6,13,14,15,38.3,,,ALBANIA:  TEPELENE,40.27,19.96,10,4.5,,,,,,1,1,,1,12,1,,,,,,,1,1,,1,12,1,,
2006,6,20,16,52,57.9,,,CHINA:  GANSU PROVINCE,33.068,104.95,24,4.5,,,,,,5,1,,1,,1,,,,,,,5,1,,1,,1,,
2006,7,17,8,19,25,2832,,INDONESIA:  JAVA,-9.254,107.411,34,7.7,,,,,,,,,,,,,,802,3,,,498,3,55,4,1623,4,,
2006,7,22,1,10,29,,,CHINA:  YANJIN,27.995,104.138,56,4.9,,22,1,,,106,3,,,,,,,22,1,,,106,3,,,,,,
2006,7,29,0,11,51.3,,,TAJIKISTAN:  PANJ-QUMSANGIR,37.255,68.828,34,5.6,,3,1,,,19,1,,,721,3,721,3,3,1,,,19,1,,,721,3,,
2006,8,5,14,3,43.7,,,ARGENTINA:  MENDOZA,-33.131,-68.707,22,5.6,5,,,,,,,,1,,,,,,,,,,,,1,,,,
2006,8,18,11,45,49.4,,,TAJIKISTAN:  DUSHANBE (STALINABAD),38.246,69.22,10,4.7,,,,,,,,,1,,,,,,,,,,,,1,,,,
2006,8,24,20,1,0.2,,,FRANCE,45.84,-0.14,5,4.3,,,,,,,,,1,,,,,,,,,,,,1,,,,
2006,8,25,5,51,44.3,,,CHINA:  SICHUAN PROVINCE,28.012,104.151,22,4.6,,1,1,,,31,1,,2,,,,,1,1,,,31,1,,2,,,,
2006,9,10,14,56,8.1,,,GULF OF MEXICO,26.319,-86.606,14,5.8,,,,,,,,,,,,,,,,,,,,,,,,,
2006,9,28,6,22,9.7,2972,,SAMOA ISLANDS,-16.592,-172.033,28,6.9,4,,,,,,,,,,,,,,,,,,,,,,,,
2006,9,29,13,8,26.1,,,TRINIDAD:  PORT-OF-SPAIN,10.876,-61.756,53,6.1,,,,,,3,1,,1,1,1,,,,,,,3,1,,1,1,1,,
2006,9,29,18,23,5.9,,,TRINIDAD:  GASPARILLO,10.814,-61.758,52,5.5,,1,1,,,,,,,,,,,1,1,,,,,,,,,,
2006,10,15,17,7,49.2,3017,,HAWAIIAN ISLANDS,19.878,-155.935,39,6.7,8,,,,,,3,73,4,,,,,,,,,,3,73,4,,,,
2006,10,20,10,48,56,,,PERU:  CENTRAL,-13.457,-76.677,23,6.7,4,,,,,,,,1,,,,,,,,,,,,1,,,,
2006,10,27,10,52,5.7,,,CHINA:  HUBEI,31.56,113.21,10,4.5,,,,,,,,,2,,,,,,,,,,,,2,,,,
2006,11,3,6,21,39.2,,,CHINA:  NEI MONGOL,43.469,119.558,10,4.7,,,,,,,,,3,55886,4,,,,,,,,,,3,5586,4,,
2006,11,15,11,14,13.5,3016,,RUSSIA:  KURIL ISLANDS,46.592,153.266,10,8.3,,,,,,,,,,,,,,,,,,1,1,,2,,,,
2006,11,17,18,19,51.6,,,FRANCE:  PYRENEES,42.99,-0.05,10,4.7,,,,,,,,,1,,,,,,,,,,,,1,,,,
2006,11,23,7,15,20.5,,,HUNGARY:  BEREGDAROC,48.195,22.46,10,4.8,,,,,,,,,1,,,,,,,,,,,,1,,,,
2006,11,23,11,4,44.3,,,CHINA:  XINJIANG PROVINCE:  NORTH,44.229,83.524,20,4.7,,,,,,,,,2,60,2,,,,,,,,,,2,60,1,,
2006,11,24,6,33,26.4,,,INDONESIA:  SULAWESI: PINRANG,-3.728,119.233,31,5.2,,,,,,,,,1,,,,,,,,,,,,1,,,,
2006,11,29,1,32,17.9,,,INDONESIA:  HALMAHERA:  MOROTAI,2.52,128.283,39,6.2,,,,,,,,,2,50,1,,,,,,,,,,2,50,1,,
2006,12,1,14,1,47.5,,,INDONESIA:  SUMABAWA:  BIMA,-8.251,118.777,43,6.3,,1,1,,,14,1,,1,20,1,,,1,1,,,14,1,,1,20,1,,
2006,12,8,16,48,39.1,,,SWITZERLAND:  BASEL,47.58,7.6,5,3.9,,,,,,,,,1,,,,,,,,,,,,1,,,,
2006,12,12,17,2,29.7,,,THAILAND:  MAE RIM,18.901,98.916,10,4.6,,,,,,,,,1,5,1,,,,,,,,,,1,5,1,,
2006,12,17,21,39,17.4,,,INDONESIA:  SUMATERA:  NORTHERN  MUARASIPONGI,0.626,99.859,30,5.8,,7,1,,,100,2,,3,680,3,,,7,1,,,100,2,,3,680,2,,
2006,12,24,22,43,26.7,,,INDIA:  RAJASTHAN,26.88,76.15,10,4.2,,,,,,,,,,,,,,,,,,,,,1,,,,
2006,12,25,20,1,0.4,,,KYRGYZSTAN:  KOCHKOR,42.156,76.163,12,5.8,,,,,,,,,3,2410,4,,,,,,,,,,2,2410,4,,
2006,12,26,12,26,21.1,3622,,TAIWAN:  PINGTUNG,21.799,120.547,10,7,,2,1,,,40,1,,1,,2,,,2,1,,,40,1,,1,,2,,
2006,12,31,13,39,23.6,,,HUNGARY:  BUDAPEST,47.449,19.343,5,4.1,,,,,,,,,1,,1,,,,,,,,,,1,,1,,
2007,1,8,17,21,50.2,,,KYRGYZSTAN:  ISFARIA,39.803,70.311,18,6,,,,,,,,,2,187,3,,,,,,,,,,2,187,3,,
2007,1,9,14,49,48.8,,,CHINA:  GANSU PROVINCE,37.021,103.911,20,4.5,,,,,,,,,3,2000,4,,,,,,,,,,3,2000,4,,
2007,1,10,17,18,58.3,,,CHINA:  GANSU PROVINCE,33.259,104.74,23,4.7,,,,,,,,,1,,2,,,,,,,,,,1,,2,,
2007,1,13,4,23,21.1,3019,,RUSSIA:  KURIL ISLANDS,46.243,154.524,10,8.1,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1,21,7,38,57,,,TURKEY:  E,39.592,42.863,3,5.1,,,,,,2,1,,1,,,,,,,,,2,1,,1,,,,
2007,1,21,11,27,45,,,INDONESIA:  MOLUCCA ISLANDS:  N,1.065,126.282,22,7.5,,4,1,,,4,1,,1,,,,,4,1,,,4,1,,1,,,,
2007,2,16,7,15,54,,,PHILIPPINES:  MINDANAO,6.614,126.24,79,4.9,,,,,,,,,1,,,,,,,,,,,,1,,,,
2007,2,21,11,5,29.2,,,TURKEY:  DOGANKOY  PUTURGE  SIVRICE,38.318,39.267,10,5.7,,,,,,,,,1,,1,,1,,,,,,,,1,,1,,
2007,3,6,3,49,38.9,,,INDONESIA:  SUMATRA:  SOUTHERN,-0.493,100.498,19,6.4,8,67,2,,,826,3,,3,43719,4,,4,67,2,,,826,3,,3,43719,4,,4
2007,3,6,13,5,12.1,,,COLOMBIA:  CAUCA  SOTARA  PURACE ,2.082,-76.495,43,5,,,,,,9,1,,1,9,1,,,,,,,9,1,,1,9,1,,
2007,3,6,22,32,6.8,,,IRAN:  WESTERN:  DORUD,33.49,48.93,16,4.7,,,,,,35,1,,1,,,,,,,,,35,1,,1,,,,
2007,3,25,0,40,1.6,3038,,VANUATU ISLANDS,-20.617,169.357,34,7.1,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,25,0,41,57.8,3035,,JAPAN:  HONSHU:  W COAST,37.336,136.588,8,6.7,,1,1,,,150,3,,3,58,2,455,3,1,1,,,150,3,,3,58,2,455,3
2007,3,25,13,57,58.2,,,GREECE:  ARGOSTOLION  KEFALLINIA,38.34,20.42,15,5.8,6,,,,,,,,1,,1,,,,,,,,,,1,,1,,
2007,4,1,20,39,56.3,3037,,SOLOMON ISLANDS,-8.466,157.043,24,8.1,,2,1,,,,,,3,300,3,500,3,52,2,,,,,,3,2500,4,500,3
2007,4,13,5,42,23,,,MEXICO:  GUERRERO  ATOYAC,17.302,-100.198,34,6,5,,,,,,,,1,2,1,,,,,,,,,,1,2,1,,
2007,4,15,3,19,30.3,,,JAPAN:  HONSHU:  W,34.807,136.239,16,4.6,,,,,,12,1,,2,63,1,,,,,,,12,1,,2,63,2,,
2007,4,16,7,38,53.8,,,ALBANIA:  TIRANA,41.172,19.897,14,4.5,,,,,,,,,1,,1,,,,,,,,,,,,1,,
2007,4,21,17,53,46.3,3044,,CHILE:  SOUTHERN,-45.243,-72.648,37,6.2,7,2,1,,,,,,1,,,2,1,10,1,,,,,,1,,,2,1
2007,4,28,7,18,11.3,,,UNITED KINGDOM:  ENGLAND:  FOLKESTONE,51.085,1.009,10,4.6,6,,,,,1,1,,1,,,,,,,,,1,1,,1,,,,
2007,5,8,15,46,49.1,,,MONTANA:  SHERIDAN,45.394,-112.13,14,4.5,5,,,,,,,,1,,,,,,,,,,,,1,,,,
2007,5,16,8,56,16.4,,,LAOS:  BOKEO;  THAILAND:  CHIANG RAI  CHIAN SAEN,20.504,100.746,24,6.3,,,,,,,,,1,,,,,,,,,,,,1,,,,
2007,5,29,9,36,5.6,,,INDONESIA: LABUHA,-1.065,127.343,24,6.1,,,,,,,,,1,,2,,,,,,,,,,1,,2,,
2007,6,2,21,34,57.7,,,CHINA:  YUNNAN PROVINCE:  NING'ER,23.028,101.052,5,6.1,,3,1,,,329,3,310,4,,,,,3,1,,,329,3,310,4,,,,
2007,6,13,19,29,40.1,,,GUATEMALA:  GUATEMALA CITY,13.554,-90.618,23,6.7,,,,,,,,,1,,2,,2,,,,,,,,1,,2,,
2007,6,18,14,29,48.2,,,IRAN:  QOM,34.437,50.833,5,5.5,,,,,,,,,1,,2,,2,,,,,,,,1,,2,,
2007,7,13,7,20,25.5,,,ECUADOR:  ZARUMA,-3.987,-79.836,50,4.5,,,,,,,,,1,,,,,,,,,,,,,,,,
2007,7,16,1,13,22,3104,,JAPAN:  HONSHU:  W COAST,37.57,138.478,10,6.6,,9,1,,,1088,4,12500,4,,,875,3,9,1,,,1088,4,12500,4,,,875,3
2007,7,20,10,6,52,,,CHINA:  XINJIANG:  TEKES,42.913,82.378,10,5.6,,,,,,,,,2,2120,4,,,,,,,,,,2,2120,4,,
2007,7,20,11,42,22.3,,,CALIFORNIA:  MONTCLAIR,37.804,-122.193,5,4.2,,,,,,,,,1,,,,,,,,,,,,1,,,,
2007,7,21,22,44,13.5,,,TAJIKISTAN:  RASHT  ASHT,38.936,70.485,10,5.2,,12,1,,,,,,,,,,,12,1,,,,,,,,,,
2007,7,22,23,2,14.7,,,INDIA:  UTTARKASHI  CHAMOLI  MUZAFFARNAGAR,30.881,78.239,19,4.3,,,,,,3,1,,1,,1,,1,,,,,3,1,,1,,1,,
2007,7,26,5,40,16.1,,,INDONESIA:  MALUKU:  N,2.872,127.464,25,6.9,,,,,,,2,,1,,1,,,,,,,,2,,1,,1,,
2007,8,1,17,8,51.4,,,VANUATU ISLANDS:  LUGANVILLE,-15.595,167.68,120,7.2,,,,,,,,,1,,1,,1,,,,,,,,1,,1,,
2007,8,2,2,37,42.3,3155,,RUSSIA:  TATAR STRAIT,47.116,141.798,5,6.2,,2,1,,,12,1,,1,11,1,20,1,2,1,,,12,1,,1,11,2,20,1
2007,8,2,3,21,42.8,3156,,ALASKA:  ALEUTIAN ISLANDS,51.307,-179.971,21,6.7,,,,,,,,,,,,,,,,,,,,,,,,,
2007,8,6,8,48,40,,,UTAH:  HUNTINGTON,39.465,-111.237,2,4.2,,9,1,,,,1,,,,,,,9,1,,,,1,,,,,,
2007,8,8,17,4,58,,,INDONESIA:  JAVA,-5.968,107.655,289,7.5,,,,,,,,,,,,,,,,,,,,,,,,,
2007,8,15,23,40,57.8,3168,,PERU:  ICA  PISCO  LIMA,-13.386,-76.603,39,8,8,514,3,,,1090,4,,4,52154,4,23632,4,514,3,,,1090,4,,4,52154,4,23632,4
2007,8,17,0,38,56,,,UTAH,39.464,-111.207,0,1.6,,3,1,,,6,1,,,,,,,3,1,,,6,1,,,,,,
2007,8,20,19,15,53.5,,,INDIA:  MAHARASHTRA:  SATARA,17.2,73.7,5,4.4,,,,,,,,,1,,,,,,,,,,,,1,,,,
2007,8,25,4,24,21.9,,,IRAN:  HADJI ABAD  ORZUIYEH,28.154,56.652,10,5,,,,,,4,1,,,,,,,,,,,4,1,,,,,,
2007,9,2,1,5,18.1,3598,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-11.61,165.762,35,7.2,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,9,18,36,37.6,,,INDONESIA:  SITUBONDO,-7.783,114.338,35,4.8,,,,,,13,1,,1,,,,,,,,,13,1,,1,,,,
2007,9,10,1,49,14.2,,,COLOMBIA:  NARINO  EL CHARCO  ISCUANDE  LA TOLA,2.982,-77.967,31,6.8,,,,,,5,1,,1,35,1,,,,,,,5,1,,1,35,1,,
2007,9,12,11,10,26.8,3228,,INDONESIA:  SUMATRA,-4.438,101.367,34,8.4,,25,1,,,161,3,,3,56425,4,,4,25,1,,,161,3,,3,56425,4,,4
2007,9,12,23,49,3.7,,,INDONESIA:  SUMATRA,-2.625,100.841,35,7.9,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,28,13,38,57.8,,,JAPAN:  VOLCANO ISLANDS,22.013,142.668,260,7.5,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,30,5,23,34,3248,,NEW ZEALAND:  AUCKLAND ISLANDS,-49.418,163.954,10,7.4,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,15,12,29,36,,,NEW ZEALAND:  SOUTH ISLAND:  FIORDLAND,-44.785,167.583,26,6.8,,,,,,,,,1,,,,,,,,,,,,1,,,,
2007,10,26,6,50,6.6,,,PAKISTAN:  GHANCHE,35.304,76.753,10,4.8,,1,1,,,12,1,,,,,,,1,1,,,12,1,,,,,,
2007,10,31,3,4,54.8,,,CALIFORNIA:  SAN JOSE,37.434,-121.774,10,5.6,,,,,,,,,1,,,,,,,,,,,,1,,,,
